state,FIPS_state,year,renting_hh,filings_estimate,filings_ci_95_lower,filings_ci_95_upper,ind_filings_court_issued,ind_filings_court_issued_LT,hh_threat_estimate,hh_threat_95_lower,hh_threat_95_upper
Alabama,01,2000,478375,17636,17636,17636,1,0,16815,15968,17281
Alabama,01,2001,487658,18248,18248,18248,1,0,17329,16401,17849
Alabama,01,2002,496940,18748,18748,18748,1,0,17846,16928,18353
Alabama,01,2003,506223,19962,19962,19962,1,0,18975,17937,19530
Alabama,01,2004,515506,19828,19828,19828,1,0,18984,18074,19466
Alabama,01,2005,524789,18563,18563,18563,1,0,17902,17185,18284
Alabama,01,2006,534071,19337,19337,19337,1,0,18618,17874,19025
Alabama,01,2007,543354,18965,18965,18965,1,0,18247,17499,18651
Alabama,01,2008,552637,21081,21081,21081,1,0,20197,19244,20709
Alabama,01,2009,561919,20178,20178,20178,1,0,19316,18369,19820
Alabama,01,2010,571202,21035,21035,21035,1,0,20145,19168,20669
Alabama,01,2011,579881,22280,22280,22280,1,0,21320,20297,21873
Alabama,01,2012,588560,22633,22633,22633,1,0,21665,20624,22229
Alabama,01,2013,597239,23809,23809,23809,1,0,22736,21598,23354
Alabama,01,2014,605917,24159,24159,24159,1,0,23027,21806,23678
Alabama,01,2015,614596,24339,24339,24339,1,0,23137,21853,23833
Alabama,01,2016,623275,25191,25191,25191,1,0,23912,22562,24651
Alabama,01,2017,631954,25426,25426,25426,1,0,24159,22943,24795
Alabama,01,2018,640633,24251,21745,27006,0,,23078,20648,25736
Alaska,02,2000,83091,2022,1533,2650,0,,1865,1387,2443
Alaska,02,2001,84311,2324,1755,3045,0,,2113,1570,2753
Alaska,02,2002,85531,2402,1815,3146,0,,2190,1624,2909
Alaska,02,2003,86752,2386,1817,3127,0,,2182,1649,2821
Alaska,02,2004,87972,2379,1803,3139,0,,2209,1673,2913
Alaska,02,2005,89192,2517,1952,3282,0,,2340,1801,3002
Alaska,02,2006,90412,2706,2065,3537,0,,2499,1912,3230
Alaska,02,2007,91632,3152,3146,3169,0,,2875,2433,3088
Alaska,02,2008,92853,2771,2766,2789,0,,2545,2163,2721
Alaska,02,2009,94073,2815,2810,2831,0,,2583,2203,2764
Alaska,02,2010,95293,2555,2550,2573,0,,2366,2044,2515
Alaska,02,2011,96895,2713,2708,2732,0,,2505,2162,2668
Alaska,02,2012,98497,2715,2710,2732,0,,2505,2157,2669
Alaska,02,2013,100099,2774,2769,2792,0,,2557,2194,2727
Alaska,02,2014,101701,2890,2885,2907,0,,2656,2272,2838
Alaska,02,2015,103303,2889,2884,2906,0,,2631,2208,2830
Alaska,02,2016,104905,2885,2880,2902,0,,2642,2245,2829
Alaska,02,2017,106507,2927,2236,3804,0,,2684,2041,3489
Alaska,02,2018,108109,2718,2124,3467,0,,2508,1938,3176
Arizona,04,2000,607771,96719,73706,125633,0,,73964,56431,94174
Arizona,04,2001,627924,97360,91733,104297,0,,72182,68193,76951
Arizona,04,2002,648077,98070,92866,104716,0,,74224,70315,79045
Arizona,04,2003,668231,102206,96743,109012,0,,78743,74597,83410
Arizona,04,2004,688384,103453,103453,103453,1,0,80610,80187,80853
Arizona,04,2005,708537,109018,109018,109018,1,0,85532,84985,85867
Arizona,04,2006,728690,107912,107912,107912,1,0,87826,79321,94329
Arizona,04,2007,748843,106339,106339,106339,1,0,85594,76677,92438
Arizona,04,2008,768997,102435,102435,102435,1,0,83065,74691,89605
Arizona,04,2009,789150,84713,84713,84713,1,0,70018,63588,74961
Arizona,04,2010,809303,81218,81218,81218,1,0,68304,62562,72666
Arizona,04,2011,833110,83201,83201,83201,1,0,70307,64482,74567
Arizona,04,2012,856917,83924,83924,83924,1,0,74456,74092,74676
Arizona,04,2013,880725,85607,85607,85607,1,0,75652,75264,75893
Arizona,04,2014,904532,85320,85320,85320,1,0,71723,64423,77378
Arizona,04,2015,928339,79856,79856,79856,1,0,68129,62219,72595
Arizona,04,2016,952146,80596,80596,80596,1,0,67966,62195,72349
Arizona,04,2017,975953,84905,84905,84905,1,0,70983,64633,75756
Arizona,04,2018,999760,84989,64681,110637,0,,71235,55104,91045
Arkansas,05,2000,319161,2264,1865,2738,0,,2197,1812,2662
Arkansas,05,2001,325138,2565,2110,3116,0,,2477,2024,2995
Arkansas,05,2002,331114,2761,2261,3353,0,,2667,2183,3250
Arkansas,05,2003,337091,2791,2310,3404,0,,2702,2232,3272
Arkansas,05,2004,343068,2849,2347,3516,0,,2762,2269,3406
Arkansas,05,2005,349044,3080,2559,3702,0,,2995,2490,3596
Arkansas,05,2006,355021,3059,2562,3649,0,,2986,2495,3552
Arkansas,05,2007,360998,3096,2586,3684,0,,3013,2517,3589
Arkansas,05,2008,366975,3110,2616,3715,0,,3030,2554,3623
Arkansas,05,2009,372951,2888,2402,3474,0,,2808,2329,3387
Arkansas,05,2010,378928,3061,2558,3643,0,,2978,2487,3554
Arkansas,05,2011,386129,2944,2458,3523,0,,2866,2402,3444
Arkansas,05,2012,393331,2911,2437,3470,0,,2839,2359,3404
Arkansas,05,2013,400532,2988,2506,3556,0,,2915,2435,3475
Arkansas,05,2014,407733,3210,2682,3864,0,,3120,2598,3745
Arkansas,05,2015,414935,3547,3222,3922,0,,3426,3046,3825
Arkansas,05,2016,422136,3943,3602,4333,0,,3785,3350,4206
Arkansas,05,2017,429337,4256,3909,4664,0,,4073,3614,4517
Arkansas,05,2018,436539,4726,4385,5126,0,,4508,4012,4980
California,06,2000,4956536,157225,133904,185708,0,,152359,130565,178562
California,06,2001,5015095,175805,150813,205717,0,,168942,144945,196142
California,06,2002,5073654,178246,165278,192686,0,,172097,159906,185881
California,06,2003,5132213,187620,161448,219244,0,,180748,156071,209473
California,06,2004,5190772,180224,166516,194898,0,,175062,161486,189673
California,06,2005,5249332,159652,150203,170133,0,,155609,146231,165879
California,06,2006,5307891,158680,149503,169006,0,,154698,145216,164601
California,06,2007,5366450,174709,164231,185819,0,,169442,159289,180164
California,06,2008,5425009,202053,190415,214444,0,,195389,183608,207715
California,06,2009,5483568,214945,201851,229927,0,,207435,194299,222520
California,06,2010,5542127,221841,221768,221938,0,,214775,209794,218045
California,06,2011,5610344,216043,215959,216143,0,,209188,204189,212458
California,06,2012,5678561,190911,190911,190911,1,0,185536,181718,188052
California,06,2013,5746778,174791,174791,174791,1,0,170097,166731,172252
California,06,2014,5814995,167694,167663,167734,0,,163181,159993,165255
California,06,2015,5883212,156594,156594,156594,1,0,152409,149351,154408
California,06,2016,5951429,147446,147446,147446,1,0,143464,140516,145405
California,06,2017,6019646,137051,137051,137051,1,0,133533,131219,135064
California,06,2018,6087863,132901,116939,151322,0,,129639,114291,147049
Colorado,08,2000,542101,34679,30347,39476,0,,28342,24255,32548
Colorado,08,2001,555868,45451,42943,48705,0,,34929,30933,38724
Colorado,08,2002,569634,51185,48572,54590,0,,38526,33097,43320
Colorado,08,2003,583401,52955,50155,56468,0,,40688,36093,45112
Colorado,08,2004,597168,56261,53394,60020,0,,44020,39187,48375
Colorado,08,2005,610935,59377,56547,63158,0,,47836,43157,52450
Colorado,08,2006,624701,60561,57650,64290,0,,48995,44622,52924
Colorado,08,2007,638468,60091,57165,63955,0,,47243,40955,52522
Colorado,08,2008,652235,54899,51963,58792,0,,44111,38610,49054
Colorado,08,2009,666001,52785,52785,52785,1,0,42819,38941,45917
Colorado,08,2010,679768,52480,52468,52494,0,,43776,42124,45013
Colorado,08,2011,698339,51093,51093,51093,1,0,42634,41126,43811
Colorado,08,2012,716911,49123,49123,49123,1,0,41062,39615,42194
Colorado,08,2013,735482,46056,46056,46056,1,0,38325,35196,40725
Colorado,08,2014,754053,45871,45871,45871,1,0,37930,34741,40376
Colorado,08,2015,772625,44920,44920,44920,1,0,36831,33585,39334
Colorado,08,2016,791196,46480,46480,46480,1,0,35929,35524,36209
Colorado,08,2017,809767,48734,45957,52313,0,,37939,35809,40587
Colorado,08,2018,828339,56853,50043,64501,0,,45555,38597,52616
Connecticut,09,2000,431941,16294,12634,20529,0,,15853,12361,19906
Connecticut,09,2001,433327,20697,16409,25903,0,,19966,15946,24975
Connecticut,09,2002,434713,19138,15469,23511,0,,18511,15017,22671
Connecticut,09,2003,436099,21261,16798,26472,0,,20561,16419,25612
Connecticut,09,2004,437485,19451,15550,24066,0,,18918,15124,23268
Connecticut,09,2005,438871,20550,17296,24477,0,,20014,16959,23655
Connecticut,09,2006,440257,20455,20144,20795,0,,19889,19586,20229
Connecticut,09,2007,441643,21685,21351,22047,0,,21086,20762,21442
Connecticut,09,2008,443029,22258,21920,22619,0,,21647,21317,21999
Connecticut,09,2009,444415,19941,19640,20261,0,,19443,19148,19755
Connecticut,09,2010,445801,19735,19422,20073,0,,19253,18940,19568
Connecticut,09,2011,452820,19945,19627,20295,0,,19437,19130,19766
Connecticut,09,2012,459840,20272,19947,20619,0,,19701,19387,20041
Connecticut,09,2013,466859,20653,20332,21019,0,,20192,19885,20553
Connecticut,09,2014,473878,21633,21286,22018,0,,21074,20741,21434
Connecticut,09,2015,480898,22566,22212,22956,0,,21937,21596,22314
Connecticut,09,2016,487917,21480,21480,21480,1,0,20899,20849,20933
Connecticut,09,2017,494936,20900,20900,20900,1,0,20251,20251,20251
Connecticut,09,2018,501956,19978,19978,19978,1,0,19442,19442,19442
Delaware,10,2000,82698,12809,9959,16344,0,,9294,7149,11874
Delaware,10,2001,83985,13898,10457,18181,0,,9700,7263,12756
Delaware,10,2002,85273,14726,12069,18042,0,,10338,8029,13061
Delaware,10,2003,86560,14773,14594,14956,1,1,10463,8554,12068
Delaware,10,2004,87848,14478,13325,15742,0,,10751,8903,12369
Delaware,10,2005,89135,16711,16508,16917,1,1,12545,10512,14170
Delaware,10,2006,90423,17807,17591,18028,1,1,13179,10976,14967
Delaware,10,2007,91710,18232,18011,18458,1,1,13167,10812,15081
Delaware,10,2008,92998,17800,17584,18020,1,1,12975,10730,14825
Delaware,10,2009,94286,18346,18124,18573,1,1,13902,13736,14073
Delaware,10,2010,95573,17677,17463,17896,1,1,12734,12582,12891
Delaware,10,2011,97525,19613,19376,19856,1,1,14118,13950,14293
Delaware,10,2012,99477,19226,18993,19464,1,1,13760,13596,13930
Delaware,10,2013,101429,18912,18683,19146,1,1,13384,13225,13549
Delaware,10,2014,103380,19195,18963,19433,1,1,13575,13413,13743
Delaware,10,2015,105332,18254,18033,18480,1,1,12602,12452,12758
Delaware,10,2016,107284,17792,17577,18012,1,1,12459,12310,12612
Delaware,10,2017,109236,17659,17445,17877,1,1,12736,12585,12893
Delaware,10,2018,111188,17668,17454,17886,1,1,12569,12419,12724
District Of Columbia,11,2000,147124,41522,27025,61787,0,,24142,16223,34012
District Of Columbia,11,2001,147877,44650,29265,66132,0,,24556,16839,34834
District Of Columbia,11,2002,148630,48572,47984,49172,1,1,26926,20049,33796
District Of Columbia,11,2003,149382,46899,46332,47479,1,1,26616,19881,33104
District Of Columbia,11,2004,150135,48213,47630,48809,1,1,29021,22135,35411
District Of Columbia,11,2005,150888,44895,44351,45449,1,1,27235,20812,33200
District Of Columbia,11,2006,151641,45502,44951,46064,1,1,27751,27420,28092
District Of Columbia,11,2007,152394,45612,45060,46176,1,1,24723,24429,25028
District Of Columbia,11,2008,153146,43823,43293,44365,1,1,25288,24987,25600
District Of Columbia,11,2009,153899,41518,41015,42031,1,1,25192,24892,25502
District Of Columbia,11,2010,154652,35404,34975,35841,1,1,21998,21736,22269
District Of Columbia,11,2011,158064,34287,33872,34711,1,1,19670,19436,19912
District Of Columbia,11,2012,161475,36603,36160,37055,1,1,20895,20646,21152
District Of Columbia,11,2013,164887,32198,31809,32596,1,1,20083,15543,24229
District Of Columbia,11,2014,168298,34299,33884,34723,1,1,20795,15922,25332
District Of Columbia,11,2015,171710,32665,32270,33069,1,1,19651,15067,23937
District Of Columbia,11,2016,175121,33433,33029,33846,1,1,19645,19411,19887
District Of Columbia,11,2017,178533,31130,30753,31515,1,1,18795,14359,22920
District Of Columbia,11,2018,181944,31278,30900,31665,1,1,18238,18021,18463
Florida,12,2000,1896130,122578,122530,122640,0,,104010,98501,108273
Florida,12,2001,1948699,130048,129992,130121,0,,106138,100806,110312
Florida,12,2002,2001269,135930,135862,136020,0,,112271,106749,116635
Florida,12,2003,2053838,142389,142317,142485,0,,119182,113980,123220
Florida,12,2004,2106407,153765,153765,153765,1,0,135370,130085,139312
Florida,12,2005,2158977,164064,164064,164064,1,0,145871,139522,150702
Florida,12,2006,2211546,164547,164547,164547,1,0,144811,140712,147849
Florida,12,2007,2264115,166522,166522,166522,1,0,146593,139492,151735
Florida,12,2008,2316685,159117,159104,159132,0,,141158,134577,146101
Florida,12,2009,2369254,135594,135594,135594,1,0,120636,115383,124583
Florida,12,2010,2421823,139698,139698,139698,1,0,124526,118639,128897
Florida,12,2011,2505236,144370,144370,144370,1,0,129956,124288,134214
Florida,12,2012,2588650,147599,147599,147599,1,0,132684,126660,137116
Florida,12,2013,2672063,148870,148870,148870,1,0,133141,126492,137998
Florida,12,2014,2755476,145545,145545,145545,1,0,131238,125956,135136
Florida,12,2015,2838890,137566,137544,137595,0,,122248,119746,124044
Florida,12,2016,2922303,133079,133079,133079,1,0,119896,118654,120754
Florida,12,2017,3005716,131575,131575,131575,1,0,119276,114793,122621
Florida,12,2018,3089130,127388,127388,127388,1,0,116592,112517,119597
Georgia,13,2000,977215,197992,182995,214882,0,,141717,117361,163699
Georgia,13,2001,1002612,210499,207865,213494,0,,149557,138612,158983
Georgia,13,2002,1028008,219870,208994,233196,0,,158318,144609,171792
Georgia,13,2003,1053405,233786,231576,236424,0,,168018,155621,179049
Georgia,13,2004,1078802,241186,240248,242262,0,,179721,174769,183730
Georgia,13,2005,1104198,251708,251098,252489,0,,192777,184745,199123
Georgia,13,2006,1129595,263860,263305,264622,0,,201825,193510,208537
Georgia,13,2007,1154992,273766,273139,274568,0,,208240,202783,212687
Georgia,13,2008,1180389,283787,282175,285552,0,,215531,209296,220487
Georgia,13,2009,1205785,263554,262349,264998,0,,202393,196712,206944
Georgia,13,2010,1231182,268646,266694,270809,0,,208178,202473,213057
Georgia,13,2011,1265812,275612,274548,276813,0,,211512,205480,216271
Georgia,13,2012,1300441,272244,270409,274308,0,,206700,200306,212012
Georgia,13,2013,1335071,278604,276582,280863,0,,207908,193923,218960
Georgia,13,2014,1369701,272054,270522,273838,0,,202174,195992,207226
Georgia,13,2015,1404330,266727,266587,266887,0,,193412,187626,198023
Georgia,13,2016,1438960,262235,260284,264518,0,,188538,181190,194533
Georgia,13,2017,1473590,289681,263263,318831,0,,212871,176406,245566
Georgia,13,2018,1508219,283756,258444,311913,0,,211990,177372,243072
Hawaii,15,2000,175352,2122,1577,2821,0,,2034,1523,2687
Hawaii,15,2001,177082,2389,1762,3187,0,,2266,1689,2999
Hawaii,15,2002,178813,2443,1811,3267,0,,2316,1733,3086
Hawaii,15,2003,180543,2526,1911,3367,0,,2404,1829,3203
Hawaii,15,2004,182274,2925,2925,2925,1,0,2791,2674,2862
Hawaii,15,2005,184004,2673,2673,2673,1,0,2566,2470,2623
Hawaii,15,2006,185734,2543,2543,2543,1,0,2446,2362,2499
Hawaii,15,2007,187465,2351,2351,2351,1,0,2260,2180,2310
Hawaii,15,2008,189195,2341,2341,2341,1,0,2253,2177,2301
Hawaii,15,2009,190926,2321,2321,2321,1,0,2230,2154,2279
Hawaii,15,2010,192656,2520,2520,2520,1,0,2422,2340,2476
Hawaii,15,2011,194245,2920,2920,2920,1,0,2795,2698,2861
Hawaii,15,2012,195835,2462,2462,2462,1,0,2371,2294,2421
Hawaii,15,2013,197424,2540,2540,2540,1,0,2444,2366,2495
Hawaii,15,2014,199013,2460,2460,2460,1,0,2366,2287,2417
Hawaii,15,2015,200603,2245,2245,2245,1,0,2160,2088,2206
Hawaii,15,2016,202192,2209,2209,2209,1,0,2125,2061,2167
Hawaii,15,2017,203781,2436,1885,3145,0,,2328,1818,2974
Hawaii,15,2018,205371,2476,2476,2476,1,0,2377,2372,2379
Idaho,16,2000,129685,3786,1361,8119,0,,3533,1270,7285
Idaho,16,2001,134167,4363,1608,9189,0,,4044,1507,8223
Idaho,16,2002,138649,4664,1730,9678,0,,4325,1658,8901
Idaho,16,2003,143131,4731,1753,9884,0,,4390,1673,8922
Idaho,16,2004,147613,4962,1872,10321,0,,4646,1771,9549
Idaho,16,2005,152095,5354,1991,11161,0,,5048,1911,10372
Idaho,16,2006,156577,5497,2091,11440,0,,5163,1971,10607
Idaho,16,2007,161059,5370,2040,11148,0,,5032,1941,10209
Idaho,16,2008,165541,5498,2107,11443,0,,5153,2005,10568
Idaho,16,2009,170023,5429,2049,11167,0,,5071,1951,10261
Idaho,16,2010,174505,5583,2139,11421,0,,5244,2019,10612
Idaho,16,2011,179154,5861,2259,12288,0,,5499,2133,11316
Idaho,16,2012,183802,5779,2195,11817,0,,5436,2069,11000
Idaho,16,2013,188451,5946,2293,12330,0,,5588,2166,11544
Idaho,16,2014,193099,5982,2303,12263,0,,5604,2187,11291
Idaho,16,2015,197748,5833,2225,12074,0,,5456,2108,10977
Idaho,16,2016,202396,5885,2270,12126,0,,5491,2119,11102
Idaho,16,2017,207045,5637,2159,11734,0,,5277,2047,10793
Idaho,16,2018,211693,5405,2040,11148,0,,5080,1934,10266
Illinois,17,2000,1502895,56432,48030,65785,0,,51523,42652,60505
Illinois,17,2001,1509939,63202,60500,66104,0,,57189,49936,62142
Illinois,17,2002,1516983,60076,57639,62752,0,,54924,48769,59189
Illinois,17,2003,1524026,58740,56165,61625,0,,53994,47897,58242
Illinois,17,2004,1531070,58415,55760,61414,0,,54398,48965,58417
Illinois,17,2005,1538114,56425,53868,59318,0,,53121,48626,56632
Illinois,17,2006,1545158,57511,55033,60204,0,,54035,49277,57725
Illinois,17,2007,1552202,60765,58249,63536,0,,56661,51391,60478
Illinois,17,2008,1559245,59907,57634,62558,0,,55990,50887,59623
Illinois,17,2009,1566289,58719,56215,61435,0,,54762,49625,58497
Illinois,17,2010,1573333,57005,54486,59788,0,,53420,48683,56848
Illinois,17,2011,1596420,58626,56052,61501,0,,54842,49817,58606
Illinois,17,2012,1619506,59560,56998,62445,0,,55706,50791,59567
Illinois,17,2013,1642593,57288,54659,60072,0,,53703,48949,57259
Illinois,17,2014,1665679,53442,50938,56228,0,,50262,46023,53712
Illinois,17,2015,1688766,49148,46745,51831,0,,46261,42351,49427
Illinois,17,2016,1711852,54884,47516,63932,0,,51187,43719,60010
Illinois,17,2017,1734939,53286,46252,61827,0,,49918,42964,58238
Illinois,17,2018,1758025,51602,44414,60284,0,,48545,41396,56498
Indiana,18,2000,667145,52310,41168,67755,0,,43568,33161,56146
Indiana,18,2001,675848,60322,47559,78123,0,,48748,36766,62892
Indiana,18,2002,684552,66909,52574,86544,0,,53773,40484,69171
Indiana,18,2003,693255,69297,53772,91691,0,,55591,41479,72569
Indiana,18,2004,701958,70427,54913,93314,0,,58047,43900,76285
Indiana,18,2005,710662,71757,56429,93336,0,,60713,47049,77758
Indiana,18,2006,719365,71993,56064,94921,0,,60771,46798,79341
Indiana,18,2007,728069,73386,56727,95915,0,,61076,46124,78923
Indiana,18,2008,736772,71816,56338,93579,0,,60195,45969,76957
Indiana,18,2009,745476,68009,52724,90359,0,,56924,43732,74624
Indiana,18,2010,754179,68158,53457,89464,0,,58028,44891,75340
Indiana,18,2011,767072,70245,55003,91845,0,,59908,46057,77810
Indiana,18,2012,779964,70712,55581,91763,0,,60371,46753,77466
Indiana,18,2013,792857,72192,56735,94203,0,,61459,47513,78839
Indiana,18,2014,805749,73952,57994,96575,0,,62395,47707,80528
Indiana,18,2015,818642,71570,56268,94305,0,,60344,46387,78684
Indiana,18,2016,831534,74853,58713,97736,0,,62643,47423,81251
Indiana,18,2017,844427,74199,58055,97238,0,,62095,48199,80117
Indiana,18,2018,857319,76276,59695,100644,0,,64394,49682,84374
Iowa,19,2000,317857,12935,12935,12935,1,0,11468,9128,12604
Iowa,19,2001,320165,14423,14423,14423,1,0,12624,9861,14013
Iowa,19,2002,322474,13783,13762,13809,0,,12212,9670,13436
Iowa,19,2003,324782,13242,13219,13271,0,,11809,9471,12936
Iowa,19,2004,327091,14038,14038,14038,1,0,12646,10353,13738
Iowa,19,2005,329399,15142,15142,15142,1,0,13756,11376,14844
Iowa,19,2006,331707,15976,15968,15987,0,,14424,11809,15639
Iowa,19,2007,334016,15923,15923,15923,1,0,14289,11612,15568
Iowa,19,2008,336324,15770,15770,15770,1,0,14183,11527,15424
Iowa,19,2009,338633,14445,14445,14445,1,0,13006,10599,14131
Iowa,19,2010,340941,12889,12889,12889,1,0,11770,9802,12652
Iowa,19,2011,346280,12867,12867,12867,1,0,11687,9652,12613
Iowa,19,2012,351620,13030,13030,13030,1,0,11814,9748,12774
Iowa,19,2013,356959,13415,13415,13415,1,0,12181,10100,13150
Iowa,19,2014,362298,13793,13793,13793,1,0,12482,10230,13511
Iowa,19,2015,367638,13986,13939,14043,0,,12554,10185,13669
Iowa,19,2016,372977,15759,13978,17870,0,,13978,10987,16414
Iowa,19,2017,378316,16114,14221,18360,0,,14314,11311,16886
Iowa,19,2018,383656,16514,14571,18801,0,,14701,11552,17268
Kansas,20,2000,319188,7554,5838,9588,0,,6965,5411,8768
Kansas,20,2001,323126,10066,7770,12882,0,,9106,7050,11525
Kansas,20,2002,327063,11041,8535,14128,0,,9955,7672,12674
Kansas,20,2003,331001,11426,8849,14576,0,,10331,8025,13128
Kansas,20,2004,334938,12038,9191,15383,0,,11004,8477,13929
Kansas,20,2005,338876,13237,10229,16755,0,,12192,9527,15315
Kansas,20,2006,342814,13360,10390,16941,0,,12292,9613,15391
Kansas,20,2007,346751,13592,10541,17204,0,,12430,9703,15495
Kansas,20,2008,350689,13598,10672,17076,0,,12453,9787,15645
Kansas,20,2009,354626,13526,10368,17160,0,,12323,9568,15566
Kansas,20,2010,358564,14030,10821,17725,0,,12826,9997,16171
Kansas,20,2011,364074,14158,10970,17933,0,,12914,10071,16166
Kansas,20,2012,369584,14297,11135,18102,0,,13056,10143,16504
Kansas,20,2013,375095,14202,11029,17827,0,,12947,10106,16167
Kansas,20,2014,380605,14245,11198,17931,0,,12982,10230,16302
Kansas,20,2015,386115,13775,10802,17329,0,,12522,9896,15720
Kansas,20,2016,391625,14213,11755,17319,0,,12909,10722,15563
Kansas,20,2017,397135,13012,10735,15749,0,,11884,9725,14299
